 ,Label,Area,Mean,StdDev,Mode,Min,Max,X_COM,Y_COM,Major,Minor,Angle,IntDen,Median,RawIntDen,Slice,EV no
7,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:392,0,39793,0,39793,39793,39793,301.8333,798.5,1.1284,1.1284,0,39793,39793,39793,392,7
8,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:393,0,40392,0,40392,40392,40392,341.5,804.8333,1.1284,1.1284,0,40392,40392,40392,393,7
9,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:394,0,40208,0,40208,40208,40208,379.1667,810.5,1.1284,1.1284,0,40208,40208,40208,394,7
10,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:395,0,40693,0,40693,40693,40693,416.5,817.8333,1.1284,1.1284,0,40693,40693,40693,395,7
11,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:396,0,40187,0,40187,40187,40187,451.8333,825.1667,1.1284,1.1284,0,40187,40187,40187,396,7
12,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:397,0,40187,0,40187,40187,40187,484,832,1.1284,1.1284,0,40187,40187,40187,397,7
13,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:398,0,40162,0,40162,40162,40162,516.25,839.5,1.1284,1.1284,0,40162,40162,40162,398,7
14,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:399,0,40483,0,40483,40483,40483,548.25,846.75,1.1284,1.1284,0,40483,40483,40483,399,7
15,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:400,0,40884,0,40884,40884,40884,577.5,855,1.1284,1.1284,0,40884,40884,40884,400,7
16,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:401,0,40998,0,40998,40998,40998,606.25,865,1.1284,1.1284,0,40998,40998,40998,401,7
17,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:402,0,40575,0,40575,40575,40575,634.5,874.5,1.1284,1.1284,0,40575,40575,40575,402,7
18,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:403,0,40586,0,40586,40586,40586,660.1667,885.5,1.1284,1.1284,0,40586,40586,40586,403,7
19,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:404,0,40636,0,40636,40636,40636,685.1667,895.5,1.1284,1.1284,0,40636,40636,40636,404,7
20,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:405,0,40191,0,40191,40191,40191,708.8333,906.1667,1.1284,1.1284,0,40191,40191,40191,405,7
21,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:406,0,39906,0,39906,39906,39906,734.5,920.1667,1.1284,1.1284,0,39906,39906,39906,406,7
22,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:407,0,39807,0,39807,39807,39807,757.5,932.1667,1.1284,1.1284,0,39807,39807,39807,407,7
23,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:408,0,40715,0,40715,40715,40715,776.8333,943.8333,1.1284,1.1284,0,40715,40715,40715,408,7
24,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:409,0,39433,0,39433,39433,39433,800.1667,959.5,1.1284,1.1284,0,39433,39433,39433,409,7
25,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:410,0,40009,0,40009,40009,40009,818.8333,973.8333,1.1284,1.1284,0,40009,40009,40009,410,7
26,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:411,0,39228,0,39228,39228,39228,839.5,989.5,1.1284,1.1284,0,39228,39228,39228,411,7
27,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:412,0,39556,0,39556,39556,39556,856.5,1004.1667,1.1284,1.1284,0,39556,39556,39556,412,7
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:394,0,37804,0,37804,37804,37804,507.3333,843.3333,1.1284,1.1284,0,37804,37804,37804,394,8
2,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:395,0,38524,0,38524,38524,38524,534.6667,851.5,1.1284,1.1284,0,38524,38524,38524,395,8
3,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:396,0,38641,0,38641,38641,38641,561,858.5,1.1284,1.1284,0,38641,38641,38641,396,8
4,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:397,0,38912,0,38912,38912,38912,586.5,866.75,1.1284,1.1284,0,38912,38912,38912,397,8
5,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:398,0,38835,0,38835,38835,38835,611,874.75,1.1284,1.1284,0,38835,38835,38835,398,8
6,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:399,0,38533,0,38533,38533,38533,634.8333,884.1667,1.1284,1.1284,0,38533,38533,38533,399,8
7,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:400,0,38030,0,38030,38030,38030,657.8333,893.5,1.1284,1.1284,0,38030,38030,38030,400,8
8,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:401,0,37803,0,37803,37803,37803,680.8333,902.1667,1.1284,1.1284,0,37803,37803,37803,401,8
9,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:402,0,37863,0,37863,37863,37863,701.8333,913.8333,1.1284,1.1284,0,37863,37863,37863,402,8
10,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:403,0,38546,0,38546,38546,38546,721.8333,924.8333,1.1284,1.1284,0,38546,38546,38546,403,8
11,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:404,0,37987,0,37987,37987,37987,741.8333,937.1667,1.1284,1.1284,0,37987,37987,37987,404,8
12,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:408,0,38511,0,38511,38511,38511,815.1667,985.8333,1.1284,1.1284,0,38511,38511,38511,408,8
13,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:410,0,37919,0,37919,37919,37919,847.8333,1014.5,1.1284,1.1284,0,37919,37919,37919,410,8
14,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:411,0,38293,0,38293,38293,38293,864,1029.75,1.1284,1.1284,0,38293,38293,38293,411,8
15,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:412,0,37728,0,37728,37728,37728,879.75,1045,1.1284,1.1284,0,37728,37728,37728,412,8
16,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:413,0,37929,0,37929,37929,37929,893.75,1061.75,1.1284,1.1284,0,37929,37929,37929,413,8
17,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:414,0,37839,0,37839,37839,37839,908.25,1079.5,1.1284,1.1284,0,37839,37839,37839,414,8
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0409-0611-0037:409,0,39184,0,39184,39184,39184,37.1667,610.8333,1.1284,1.1284,0,39184,39184,39184,409,9
2,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0410-0606-0090:410,0,40144,0,40144,40144,40144,89.5,606.1667,1.1284,1.1284,0,40144,40144,40144,410,9
3,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0411-0603-0139:411,0,40314,0,40314,40314,40314,139.1667,602.5,1.1284,1.1284,0,40314,40314,40314,411,9
4,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0412-0599-0188:412,0,40117,0,40117,40117,40117,187.5,599.1667,1.1284,1.1284,0,40117,40117,40117,412,9
5,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0413-0594-0233:413,0,40527,0,40527,40527,40527,232.5,593.5,1.1284,1.1284,0,40527,40527,40527,413,9
6,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0414-0590-0276:414,0,40114,0,40114,40114,40114,275.5,590.1667,1.1284,1.1284,0,40114,40114,40114,414,9
7,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0415-0585-0317:415,0,39783,0,39783,39783,39783,317,585.25,1.1284,1.1284,0,39783,39783,39783,415,9
8,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0416-0581-0358:416,0,40327,0,40327,40327,40327,357.5,580.75,1.1284,1.1284,0,40327,40327,40327,416,9
9,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0417-0577-0396:417,0,41219,0,41219,41219,41219,395.75,576.5,1.1284,1.1284,0,41219,41219,41219,417,9
10,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0418-0572-0432:418,0,42071,0,42071,42071,42071,432,571.75,1.1284,1.1284,0,42071,42071,42071,418,9
11,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0419-0568-0467:419,0,43354,0,43354,43354,43354,466.5,568.25,1.1284,1.1284,0,43354,43354,43354,419,9
12,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0420-0563-0500:420,0,42866,0,42866,42866,42866,500,562.5,1.1284,1.1284,0,42866,42866,42866,420,9
13,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0421-0557-0533:421,0,43261,0,43261,43261,43261,532.5,557.25,1.1284,1.1284,0,43261,43261,43261,421,9
14,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0422-0554-0564:422,0,44692,0,44692,44692,44692,564.25,553.75,1.1284,1.1284,0,44692,44692,44692,422,9
15,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0423-0549-0594:423,0,44278,0,44278,44278,44278,593.5,548.75,1.1284,1.1284,0,44278,44278,44278,423,9
16,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0424-0544-0622:424,0,43265,0,43265,43265,43265,622.25,543.75,1.1284,1.1284,0,43265,43265,43265,424,9
17,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0425-0540-0649:425,0,42505,0,42505,42505,42505,648.75,539.5,1.1284,1.1284,0,42505,42505,42505,425,9
18,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0426-0534-0676:426,0,42464,0,42464,42464,42464,676.25,533.5,1.1284,1.1284,0,42464,42464,42464,426,9
19,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0427-0527-0700:427,0,42160,0,42160,42160,42160,700.25,527,1.1284,1.1284,0,42160,42160,42160,427,9
20,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0428-0524-0725:428,0,41363,0,41363,41363,41363,725.25,523.5,1.1284,1.1284,0,41363,41363,41363,428,9
21,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0429-0516-0747:429,0,41986,0,41986,41986,41986,747.25,516,1.1284,1.1284,0,41986,41986,41986,429,9
22,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0430-0510-0770:430,0,41273,0,41273,41273,41273,769.5,509.5,1.1284,1.1284,0,41273,41273,41273,430,9
23,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0431-0504-0791:431,0,41206,0,41206,41206,41206,791.25,503.5,1.1284,1.1284,0,41206,41206,41206,431,9
24,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0432-0497-0813:432,0,41016,0,41016,41016,41016,812.75,497,1.1284,1.1284,0,41016,41016,41016,432,9
25,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0433-0491-0832:433,0,41154,0,41154,41154,41154,831.5,490.5,1.1284,1.1284,0,41154,41154,41154,433,9
26,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0434-0483-0849:434,0,41779,0,41779,41779,41779,849.25,483.25,1.1284,1.1284,0,41779,41779,41779,434,9
27,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0435-0476-0868:435,0,41771,0,41771,41771,41771,868.25,475.75,1.1284,1.1284,0,41771,41771,41771,435,9
28,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0436-0469-0886:436,0,40700,0,40700,40700,40700,885.75,468.75,1.1284,1.1284,0,40700,40700,40700,436,9
29,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0437-0460-0903:437,0,41093,0,41093,41093,41093,903.25,460,1.1284,1.1284,0,41093,41093,41093,437,9
30,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0438-0454-0919:438,0,40645,0,40645,40645,40645,918.5,453.5,1.1284,1.1284,0,40645,40645,40645,438,9
31,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0439-0444-0933:439,0,40764,0,40764,40764,40764,933.25,444,1.1284,1.1284,0,40764,40764,40764,439,9
32,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0440-0435-0949:440,0,40875,0,40875,40875,40875,948.5,435,1.1284,1.1284,0,40875,40875,40875,440,9
33,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0441-0426-0963:441,0,41364,0,41364,41364,41364,962.5,425.75,1.1284,1.1284,0,41364,41364,41364,441,9
34,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0442-0416-0978:442,0,40691,0,40691,40691,40691,977.5,416,1.1284,1.1284,0,40691,40691,40691,442,9
35,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0443-0406-0992:443,0,41164,0,41164,41164,41164,991.5,406.25,1.1284,1.1284,0,41164,41164,41164,443,9
36,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0444-0395-1004:444,0,41264,0,41264,41264,41264,1004.25,395.25,1.1284,1.1284,0,41264,41264,41264,444,9
37,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0445-0384-1017:445,0,40744,0,40744,40744,40744,1017,383.75,1.1284,1.1284,0,40744,40744,40744,445,9
38,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0446-0373-1030:446,0,41075,0,41075,41075,41075,1029.75,373,1.1284,1.1284,0,41075,41075,41075,446,9
39,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0447-0361-1042:447,0,41019,0,41019,41019,41019,1041.5,360.75,1.1284,1.1284,0,41019,41019,41019,447,9
40,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0448-0348-1054:448,0,40991,0,40991,40991,40991,1054,347.75,1.1284,1.1284,0,40991,40991,40991,448,9
41,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0449-0333-1066:449,0,40945,0,40945,40945,40945,1065.5,333,1.1284,1.1284,0,40945,40945,40945,449,9
42,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0450-0319-1077:450,0,41196,0,41196,41196,41196,1077,319,1.1284,1.1284,0,41196,41196,41196,450,9
43,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0451-0305-1087:451,0,41004,0,41004,41004,41004,1086.5,305,1.1284,1.1284,0,41004,41004,41004,451,9
44,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0452-0289-1097:452,0,40778,0,40778,40778,40778,1097.25,289.25,1.1284,1.1284,0,40778,40778,40778,452,9
45,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0453-0274-1107:453,0,40995,0,40995,40995,40995,1107.25,274.25,1.1284,1.1284,0,40995,40995,40995,453,9
46,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0454-0258-1118:454,0,40664,0,40664,40664,40664,1118,257.5,1.1284,1.1284,0,40664,40664,40664,454,9
47,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0455-0242-1128:455,0,40414,0,40414,40414,40414,1128,241.5,1.1284,1.1284,0,40414,40414,40414,455,9
48,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0456-0223-1136:456,0,40940,0,40940,40940,40940,1136.25,222.75,1.1284,1.1284,0,40940,40940,40940,456,9
49,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0457-0203-1145:457,0,41224,0,41224,41224,41224,1145.25,203.25,1.1284,1.1284,0,41224,41224,41224,457,9
50,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0458-0183-1154:458,0,40855,0,40855,40855,40855,1154,182.75,1.1284,1.1284,0,40855,40855,40855,458,9
51,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0459-0163-1164:459,0,40464,0,40464,40464,40464,1163.5,162.75,1.1284,1.1284,0,40464,40464,40464,459,9
52,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0460-0143-1172:460,0,40936,0,40936,40936,40936,1172.25,143,1.1284,1.1284,0,40936,40936,40936,460,9
53,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0461-0121-1180:461,0,41042,0,41042,41042,41042,1180.1666,120.5,1.1284,1.1284,0,41042,41042,41042,461,9
54,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:0462-0097-1187:462,0,41132,0,41132,41132,41132,1187.25,97,1.1284,1.1284,0,41132,41132,41132,462,9
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:460,0,38900,0,38900,38900,38900,180.1667,380.8333,1.1284,1.1284,0,38900,38900,38900,460,10
2,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:461,0,39574,0,39574,39574,39574,231.5,366.25,1.1284,1.1284,0,39574,39574,39574,461,10
3,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:462,0,39655,0,39655,39655,39655,280.75,350.75,1.1284,1.1284,0,39655,39655,39655,462,10
4,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:463,0,40833,0,40833,40833,40833,328.5,335.75,1.1284,1.1284,0,40833,40833,40833,463,10
5,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:464,0,40787,0,40787,40787,40787,372.5,318.75,1.1284,1.1284,0,40787,40787,40787,464,10
6,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:465,0,40573,0,40573,40573,40573,416.5,302.25,1.1284,1.1284,0,40573,40573,40573,465,10
7,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:466,0,40906,0,40906,40906,40906,458.5,285.25,1.1284,1.1284,0,40906,40906,40906,466,10
8,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:467,0,39124,0,39124,39124,39124,498.25,266.25,1.1284,1.1284,0,39124,39124,39124,467,10
9,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:468,0,40400,0,40400,40400,40400,536.5,248.75,1.1284,1.1284,0,40400,40400,40400,468,10
10,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:469,0,40813,0,40813,40813,40813,572.25,229.75,1.1284,1.1284,0,40813,40813,40813,469,10
11,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:470,0,40664,0,40664,40664,40664,608.25,209,1.1284,1.1284,0,40664,40664,40664,470,10
12,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:471,0,41367,0,41367,41367,41367,643,188.75,1.1284,1.1284,0,41367,41367,41367,471,10
13,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:472,0,40876,0,40876,40876,40876,675,167.75,1.1284,1.1284,0,40876,40876,40876,472,10
14,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:473,0,40968,0,40968,40968,40968,707.5,144.5,1.1284,1.1284,0,40968,40968,40968,473,10
15,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:474,0,41230,0,41230,41230,41230,736.75,122.25,1.1284,1.1284,0,41230,41230,41230,474,10
16,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:475,0,40769,0,40769,40769,40769,765.75,96.25,1.1284,1.1284,0,40769,40769,40769,475,10
17,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:476,0,41415,0,41415,41415,41415,793.25,70.25,1.1284,1.1284,0,41415,41415,41415,476,10
18,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:477,0,41068,0,41068,41068,41068,819.5,43.75,1.1284,1.1284,0,41068,41068,41068,477,10
19,xslot_HCC1954_PT03_xp4_1250uLhr_z40um_mov_1_MMStack_Pos0.ome.tif:478,0,40714,0,40714,40714,40714,845.1667,14.8333,1.1284,1.1284,0,40714,40714,40714,478,10
